REFUSE_AREA,NEW_ROUTE_ID,Residual_Week,Residual_Day,Recylcing_Week,Recycling_Day,Glass_Week,Glass_Day,Column1,Column2,Postcode,FULL_ADDRESS,NOTE,Column3
KIN,KIN_4,1,Tuesday,1,Tuesday,,,,,PA28 6QL,"KILBRANNAN VIEW, GROGPORT, CARRADALE, CAMPBELTOWN",,7.30 am
KIN,KIN_4,1,Tuesday,1,Tuesday,,,,,PA28 6QG,"LOWER MOINERUADH, CARRADALE, CAMPBELTOWN",,7.30 am
KIN,KIN_4,1,Tuesday,1,Tuesday,,,,,PA28 6QL,"MARCH COTTAGE COUR, CARRADALE, CAMPBELTOWN",,7.30 am
KIN,KIN_4,1,Tuesday,1,Tuesday,,,,,PA28 6QG,"MARCHBANK HSE MOINERUADH, CARRADALE, CAMPBELTOWN",,7.30 am
KIN,KIN_4,1,Tuesday,1,Tuesday,,,,,PA28 6QL,"SPERASAIG HOUSE COUR, CARRADALE, CAMPBELTOWN",,7.30 am
KIN,KIN_4,1,Tuesday,1,Tuesday,,,,,PA28 6QL,"SUNADALE COTTAGE, CARRADALE, CAMPBELTOWN",,7.30 am
KIN,KIN_4,1,Tuesday,1,Tuesday,,,,,PA28 6QL,"SUNADALE INN, CARRADALE, CAMPBELTOWN",,7.30 am
KIN,KIN_4,1,Tuesday,1,Tuesday,,,,,PA28 6QL,"THE HAVEN, GROGPORT, CARRADALE, CAMPBELTOWN",,7.30 am
KIN,KIN_4,1,Tuesday,1,Tuesday,,,,,PA28 6QL,"THE STEADING, GROGPORT, CARRADALE, CAMPBELTOWN",,7.30 am
KIN,KIN_4,1,Tuesday,1,Tuesday,,,,,PA28 6QJ,,,7.30 am
KIN,KIN_4,1,Tuesday,1,Tuesday,,,,,PA29 6YQ,,,7.30 am
KIN,KIN_5,1,Wednesday,1,Wednesday,,,,,PA28 6NW,All addresses at this postcode except those listed below,,7.30 am
KIN,KIN_5,1,Wednesday,1,Wednesday,,,,,PA28 6QB,All addresses at this postcode except those listed below,,7.30 am
KIN,KIN_5,1,Wednesday,1,Wednesday,,,,,PA28 6NW,"DRUMORE COTTAGES NO 1, DRUMORE, CAMPBELTOWN",,7.30 am
KIN,KIN_5,1,Wednesday,1,Wednesday,,,,,PA28 6NW,"DRUMORE COTTAGES NO 2, DRUMORE, CAMPBELTOWN",,7.30 am
KIN,KIN_5,1,Wednesday,1,Wednesday,,,,,PA28 6NW,"DRUMORE COTTAGES NO 3, DRUMORE, CAMPBELTOWN",,7.30 am
KIN,KIN_5,1,Wednesday,1,Wednesday,,,,,PA28 6NW,"DRUMORE COTTAGES NO 4, DRUMORE, CAMPBELTOWN",,7.30 am
KIN,KIN_5,1,Wednesday,1,Wednesday,,,,,PA28 6NW,"KELMSCOTT, DRUMORE, CAMPBELTOWN",,7.30 am
KIN,KIN_5,1,Wednesday,1,Wednesday,,,,,PA28 6NW,"KENMURE, DRUMORE, CAMPBELTOWN",,7.30 am
KIN,KIN_5,1,Wednesday,1,Wednesday,,,,,PA28 6NW,"KILARBIE, DRUMORE, CAMPBELTOWN",,7.30 am
KIN,KIN_5,1,Wednesday,1,Wednesday,,,,,PA28 6QB,"LOW RANACHAN, SKEROBLIN ROAD, CAMPBELTOWN",,7.30 am
KIN,KIN_5,1,Wednesday,1,Wednesday,,,,,PA28 6NX,,,7.30 am
KIN,KIN_5,1,Wednesday,1,Wednesday,,,,,PA28 6NY,,,7.30 am
KIN,KIN_6,1,Wednesday,2,Wednesday,,,,,PA28 6LE,"10 RALSTON ROAD, CAMPBELTOWN",,7.30 am
KIN,KIN_6,1,Wednesday,2,Wednesday,,,,,PA28 6LE,"12 RALSTON ROAD, CAMPBELTOWN",,7.30 am
KIN,KIN_6,1,Wednesday,2,Wednesday,,,,,PA28 6LE,"14 RALSTON ROAD, CAMPBELTOWN",,7.30 am
KIN,KIN_6,1,Wednesday,2,Wednesday,,,,,PA28 6LE,"16 RALSTON ROAD, CAMPBELTOWN",,7.30 am
KIN,KIN_6,1,Wednesday,2,Wednesday,,,,,PA28 6LE,"18 RALSTON ROAD, CAMPBELTOWN",,7.30 am
KIN,KIN_6,1,Wednesday,2,Wednesday,,,,,PA28 6LE,"2 RALSTON ROAD, CAMPBELTOWN",,7.30 am
KIN,KIN_6,1,Wednesday,2,Wednesday,,,,,PA28 6LE,"20 RALSTON ROAD, CAMPBELTOWN",,7.30 am
KIN,KIN_6,1,Wednesday,2,Wednesday,,,,,PA28 6LE,"22 RALSTON ROAD, CAMPBELTOWN",,7.30 am
KIN,KIN_6,1,Wednesday,2,Wednesday,,,,,PA28 6LE,"24 RALSTON ROAD, CAMPBELTOWN",,7.30 am
KIN,KIN_6,1,Wednesday,2,Wednesday,,,,,PA28 6LE,"26 RALSTON ROAD, CAMPBELTOWN",,7.30 am
KIN,KIN_6,1,Wednesday,2,Wednesday,,,,,PA28 6LE,"28 RALSTON ROAD, CAMPBELTOWN",,7.30 am
KIN,KIN_6,1,Wednesday,2,Wednesday,,,,,PA28 6LE,"4 RALSTON ROAD, CAMPBELTOWN",,7.30 am
KIN,KIN_6,1,Wednesday,2,Wednesday,,,,,PA28 6LE,"6 RALSTON ROAD, CAMPBELTOWN",,7.30 am
KIN,KIN_6,1,Wednesday,2,Wednesday,,,,,PA28 6LE,"8 RALSTON ROAD, CAMPBELTOWN",,7.30 am
KIN,KIN_6,1,Wednesday,2,Wednesday,,,,,PA28 6LE,All addresses at this postcode except those listed below,,7.30 am
KIN,KIN_6,1,Wednesday,2,Wednesday,,,,,PA28 6LE,"CASTLEACRES HOUSE, RALSTON ROAD, CAMPBELTOWN",,7.30 am
KIN,KIN_6,1,Wednesday,2,Wednesday,,,,,PA28 6LE,"CROCHAN, 40 RALSTON ROAD, CAMPBELTOWN",,7.30 am
KIN,KIN_6,1,Wednesday,2,Wednesday,,,,,PA28 6LE,"HEATHVILLE, RALSTON ROAD, CAMPBELTOWN",,7.30 am
KIN,KIN_6,1,Wednesday,2,Wednesday,,,,,PA28 6JF,,,7.30 am
KIN,KIN_6,1,Wednesday,2,Wednesday,,,,,PA28 6JG,,,7.30 am
KIN,KIN_6,1,Wednesday,2,Wednesday,,,,,PA28 6JH,,,7.30 am
KIN,KIN_6,1,Wednesday,2,Wednesday,,,,,PA28 6JJ,,,7.30 am
KIN,KIN_6,1,Wednesday,2,Wednesday,,,,,PA28 6JU,,,7.30 am
KIN,KIN_6,1,Wednesday,2,Wednesday,,,,,PA28 6JX,,,7.30 am
KIN,KIN_6,1,Wednesday,2,Wednesday,,,,,PA28 6JZ,,,7.30 am
KIN,KIN_6,1,Wednesday,2,Wednesday,,,,,PA28 6LA,,,7.30 am
KIN,KIN_6,1,Wednesday,2,Wednesday,,,,,PA28 6LB,,,7.30 am
KIN,KIN_6,1,Wednesday,2,Wednesday,,,,,PA28 6LD,,,7.30 am
KIN,KIN_6,1,Wednesday,2,Wednesday,,,,,PA28 6LR,,,7.30 am
KIN,KIN_6,1,Wednesday,2,Wednesday,,,,,PA28 6PD,,,7.30 am
KIN,KIN_6,1,Wednesday,2,Wednesday,,,,,PA28 6QA,,,7.30 am
KIN,KIN_6,1,Wednesday,2,Wednesday,,,,,PA28 6SJ,,,7.30 am
KIN,KIN_7,1,Thursday,1,Monday,,,,,PA29 6XF,,,7.30 am
KIN,KIN_7,1,Thursday,1,Monday,,,,,PA29 6XG,,,7.30 am
KIN,KIN_7,1,Thursday,1,Monday,,,,,PA29 6XJ,,,7.30 am
KIN,KIN_7,1,Thursday,1,Monday,,,,,PA29 6XL,,,7.30 am
KIN,KIN_7,1,Thursday,1,Monday,,,,,PA29 6XN,,,7.30 am
KIN,KIN_7,1,Thursday,1,Monday,,,,,PA29 6XP,,,7.30 am
KIN,KIN_7,1,Thursday,1,Monday,,,,,PA29 6XQ,,,7.30 am
KIN,KIN_7,1,Thursday,1,Monday,,,,,PA29 6XW,,,7.30 am
KIN,KIN_7,1,Thursday,1,Monday,,,,,PA29 6YP,,,7.30 am
KIN,KIN_8,1,Thursday,1,Monday,,,,,PA41 7AA,,,7.30 am
KIN,KIN_8,1,Thursday,1,Monday,,,,,PA41 7AB,,,7.30 am
KIN,KIN_8,1,Thursday,1,Monday,,,,,PA41 7AD,,,7.30 am
KIN,KIN_8,1,Thursday,1,Monday,,,,,PA41 7AE,,,7.30 am
KIN,KIN_8,1,Thursday,1,Monday,,,,,PA41 7AG,,,7.30 am
KIN,KIN_9,1,Friday,1,Wednesday,,,,,PA28 6DZ,"19 JOHN STREET, CAMPBELTOWN",,7.30 am
KIN,KIN_9,1,Friday,1,Wednesday,,,,,PA28 6DZ,"19A JOHN STREET, CAMPBELTOWN",,7.30 am
KIN,KIN_9,1,Friday,1,Wednesday,,,,,PA28 6DZ,"19B JOHN STREET, CAMPBELTOWN",,7.30 am
KIN,KIN_9,1,Friday,1,Wednesday,,,,,PA28 6DZ,"19C JOHN STREET, CAMPBELTOWN",,7.30 am
KIN,KIN_9,1,Friday,1,Wednesday,,,,,PA28 6DZ,"19D JOHN STREET, CAMPBELTOWN",,7.30 am
KIN,KIN_9,1,Friday,1,Wednesday,,,,,PA28 6DZ,"19E JOHN STREET, CAMPBELTOWN",,7.30 am
KIN,KIN_9,1,Friday,1,Wednesday,,,,,PA28 6JL,"2 KILKERRAN ROAD, CAMPBELTOWN",,7.30 am
KIN,KIN_9,1,Friday,1,Wednesday,,,,,PA28 6DZ,"21 JOHN STREET, CAMPBELTOWN",,7.30 am
KIN,KIN_9,1,Friday,1,Wednesday,,,,,PA28 6DZ,"23 JOHN STREET, CAMPBELTOWN",,7.30 am
KIN,KIN_9,1,Friday,1,Wednesday,,,,,PA28 6DZ,"25 JOHN STREET, CAMPBELTOWN",,7.30 am
KIN,KIN_9,1,Friday,1,Wednesday,,,,,PA28 6DZ,"27 JOHN STREET, CAMPBELTOWN",,7.30 am
KIN,KIN_9,1,Friday,1,Wednesday,,,,,PA28 6DZ,"27A JOHN STREET, CAMPBELTOWN",,7.30 am
KIN,KIN_9,1,Friday,1,Wednesday,,,,,PA28 6DZ,"27B JOHN STREET, CAMPBELTOWN",,7.30 am
KIN,KIN_9,1,Friday,1,Wednesday,,,,,PA28 6DZ,"27C JOHN STREET, CAMPBELTOWN",,7.30 am
KIN,KIN_9,1,Friday,1,Wednesday,,,,,PA28 6DZ,"29 JOHN STREET, CAMPBELTOWN",,7.30 am
KIN,KIN_9,1,Friday,1,Wednesday,,,,,PA28 6DZ,"31 JOHN STREET, CAMPBELTOWN",,7.30 am
KIN,KIN_9,1,Friday,1,Wednesday,,,,,PA28 6DZ,"33 JOHN STREET, CAMPBELTOWN",,7.30 am
KIN,KIN_9,1,Friday,1,Wednesday,,,,,PA28 6JL,"7 KILKERRAN ROAD, CAMPBELTOWN",,7.30 am
KIN,KIN_9,1,Friday,1,Wednesday,,,,,PA28 6JL,"9 KILKERRAN ROAD, CAMPBELTOWN",,7.30 am
KIN,KIN_9,1,Friday,1,Wednesday,,,,,PA28 6JL,"AILSA HOUSE, KILKERRAN ROAD, CAMPBELTOWN",,7.30 am
KIN,KIN_9,1,Friday,1,Wednesday,,,,,PA28 6JL,All addresses at this postcode except those listed below,,7.30 am
KIN,KIN_9,1,Friday,1,Wednesday,,,,,PA28 6QW,All addresses at this postcode except those listed below,,7.30 am
KIN,KIN_9,1,Friday,1,Wednesday,,,,,PA28 6JL,"ALLT-NA-TIGH SOUTH GLEBE, KILKERRAN ROAD, CAMPBELTOWN",,7.30 am
KIN,KIN_9,1,Friday,1,Wednesday,,,,,PA28 6JL,"ARDSHIEL HOTEL, KILKERRAN ROAD, CAMPBELTOWN",,7.30 am
KIN,KIN_9,1,Friday,1,Wednesday,,,,,PA28 6QW,"BELL-NA-MARA, HIGH ASKOMIL, CAMPBELTOWN",,7.30 am
KIN,KIN_9,1,Friday,1,Wednesday,,,,,PA28 6JL,"COURTHILL (FLAT 1), KILKERRAN ROAD, CAMPBELTOWN",,7.30 am
KIN,KIN_9,1,Friday,1,Wednesday,,,,,PA28 6JL,"COURTHILL (MAISONETTE 1), KILKERRAN ROAD, CAMPBELTOWN",,7.30 am
KIN,KIN_9,1,Friday,1,Wednesday,,,,,PA28 6JL,"COURTHILL (MAISONETTE 2), KILKERRAN ROAD, CAMPBELTOWN",,7.30 am
KIN,KIN_9,1,Friday,1,Wednesday,,,,,PA28 6JL,"CRAIG-Y-DON, KILKERRAN ROAD, CAMPBELTOWN",,7.30 am
KIN,KIN_9,1,Friday,1,Wednesday,,,,,PA28 6JL,"GLENADALE, KILKERRAN ROAD, CAMPBELTOWN",,7.30 am
KIN,KIN_9,1,Friday,1,Wednesday,,,,,PA28 6JL,"GOWANBANK, KILKERRAN ROAD, CAMPBELTOWN",,7.30 am
KIN,KIN_9,1,Friday,1,Wednesday,,,,,PA28 6JL,"LOCHVIEW, KILKERRAN ROAD, CAMPBELTOWN",,7.30 am
KIN,KIN_9,1,Friday,1,Wednesday,,,,,PA28 6JL,"MARKLAND, KILKERRAN ROAD, CAMPBELTOWN",,7.30 am
KIN,KIN_9,1,Friday,1,Wednesday,,,,,PA28 6JL,"MEALL MHOR, KILKERRAN ROAD, CAMPBELTOWN",,7.30 am
KIN,KIN_9,1,Friday,1,Wednesday,,,,,PA28 6JL,"REDCLIFF, KILKERRAN ROAD, CAMPBELTOWN",,7.30 am
KIN,KIN_9,1,Friday,1,Wednesday,,,,,PA28 6QW,"ROTHIE MAY, HIGH ASKOMIL, CAMPBELTOWN",,7.30 am
KIN,KIN_9,1,Friday,1,Wednesday,,,,,PA28 6JL,"STRONVAAR HOUSE, KILKERRAN ROAD, CAMPBELTOWN",,7.30 am
KIN,KIN_9,1,Friday,1,Wednesday,,,,,PA28 6JL,"THE STUDIO, KILKERRAN ROAD, CAMPBELTOWN",,7.30 am
KIN,KIN_9,1,Friday,1,Wednesday,,,,,PA28 6JL,"WESTWOOD, KILKERRAN ROAD, CAMPBELTOWN",,7.30 am
KIN,KIN_9,1,Friday,1,Wednesday,,,,,PA28 6JL,"WOODSIDE, KILKERRAN ROAD, CAMPBELTOWN",,7.30 am
KIN,KIN_9,1,Friday,1,Wednesday,,,,,PA28 6DS,,,7.30 am
KIN,KIN_9,1,Friday,1,Wednesday,,,,,PA28 6DU,,,7.30 am
KIN,KIN_9,1,Friday,1,Wednesday,,,,,PA28 6DX,,,7.30 am
KIN,KIN_9,1,Friday,1,Wednesday,,,,,PA28 6DY,,,7.30 am
KIN,KIN_9,1,Friday,1,Wednesday,,,,,PA28 6EA,,,7.30 am
KIN,KIN_9,1,Friday,1,Wednesday,,,,,PA28 6EB,,,7.30 am
KIN,KIN_9,1,Friday,1,Wednesday,,,,,PA28 6EH,,,7.30 am
KIN,KIN_9,1,Friday,1,Wednesday,,,,,PA28 6EJ,,,7.30 am
KIN,KIN_9,1,Friday,1,Wednesday,,,,,PA28 6EL,,,7.30 am
KIN,KIN_9,1,Friday,1,Wednesday,,,,,PA28 6EN,,,7.30 am
KIN,KIN_9,1,Friday,1,Wednesday,,,,,PA28 6EP,,,7.30 am
KIN,KIN_9,1,Friday,1,Wednesday,,,,,PA28 6EQ,,,7.30 am
KIN,KIN_9,1,Friday,1,Wednesday,,,,,PA28 6EW,,,7.30 am
KIN,KIN_9,1,Friday,1,Wednesday,,,,,PA28 6FN,,,7.30 am
KIN,KIN_9,1,Friday,1,Wednesday,,,,,PA28 6JN,,,7.30 am
KIN,KIN_9,1,Friday,1,Wednesday,,,,,PA28 6RB,,,7.30 am
KIN,KIN_9,1,Friday,1,Wednesday,,,,,PA28 6RD,,,7.30 am
KIN,KIN_9,1,Friday,1,Wednesday,,,,,PA28 6RE,,,7.30 am
KIN,KIN_9,1,Friday,1,Wednesday,,,,,PA28 6SN,,,7.30 am
KIN,KIN_9,1,Friday,1,Wednesday,,,,,PA28 6TA,,,7.30 am
KIN,KIN_9,1,Friday,1,Wednesday,,,,,PA28 6TB,,,7.30 am
KIN,KIN_9,1,Friday,1,Wednesday,,,,,PA28 6TD,,,7.30 am
KIN,KIN_9,1,Friday,1,Wednesday,,,,,PA28 6TN,,,7.30 am
KIN,KIN_9,1,Friday,1,Wednesday,,,,,PA28 6UG,,,7.30 am
MA,MA01,3,Thursday,1,Tuesday,,,,,PA29 6XX,"ACHAGLACHGACH HOUSE, KILBERRY ROAD, TARBERT",,7.30 am
MA,MA01,3,Thursday,1,Tuesday,,,,,PA29 6XX,"ALDERWOOD, KILBERRY ROAD, TARBERT",,7.30 am
MA,MA01,3,Thursday,1,Tuesday,,,,,PA29 6XX,All addresses at this postcode except those listed below,,7.30 am
MA,MA01,3,Thursday,1,Tuesday,,,,,PA29 6XX,"AROS COTTAGE, KILBERRY ROAD, TARBERT",,7.30 am
MA,MA01,3,Thursday,1,Tuesday,,,,,PA29 6XX,"AVINAGILLEAN, KILBERRY ROAD, TARBERT",,7.30 am
MA,MA01,3,Thursday,1,Tuesday,,,,,PA29 6XX,"BALLIVER COTT GLENAKILL, KILBERRY ROAD, TARBERT",,7.30 am
MA,MA01,3,Thursday,1,Tuesday,,,,,PA29 6XX,"CREAG ACHAGLACHGACH, KILBERRY ROAD, TARBERT",,7.30 am
MA,MA01,3,Thursday,1,Tuesday,,,,,PA29 6XX,"DUBHCLADICH, KILBERRY ROAD, TARBERT",,7.30 am
MA,MA01,3,Thursday,1,Tuesday,,,,,PA29 6XX,"GATE LODGE, KILBERRY ROAD, TARBERT",,7.30 am
MA,MA01,3,Thursday,1,Tuesday,,,,,PA29 6XX,"GLENAKILL COTTAGE LOCHEND, GLENRALLOCH ROAD, TARBERT",,7.30 am
MA,MA01,3,Thursday,1,Tuesday,,,,,PA29 6XX,"GLENRALLOCH COTTAGE, GLENRALLOCH ROAD, TARBERT",,7.30 am
MA,MA01,3,Thursday,1,Tuesday,,,,,PA29 6XX,"GLENRALLOCH HOUSE, GLENRALLOCH ROAD, TARBERT",,7.30 am
MA,MA01,3,Thursday,1,Tuesday,,,,,PA29 6XX,"KINTARBERT LODGE, KILBERRY ROAD, TARBERT",,7.30 am
MA,MA01,3,Thursday,1,Tuesday,,,,,PA29 6XX,"LOCHEND FARMHOUSE, GLENRALLOCH ROAD, TARBERT",,7.30 am
MA,MA01,3,Thursday,1,Tuesday,,,,,PA29 6XX,"LOCHHEAD COTT STONEFIELD, KILBERRY ROAD, TARBERT",,7.30 am
MA,MA01,3,Thursday,1,Tuesday,,,,,PA29 6XX,"MULLACH GLAS, GLENRALLOCH ROAD, TARBERT",,7.30 am
MA,MA01,3,Thursday,1,Tuesday,,,,,PA29 6XX,"TIGH NA LEVEN, DUNMORE, TARBERT",,7.30 am
MA,MA01,3,Thursday,1,Tuesday,,,,,PA29 6XY,,,7.30 am
MA,MA01,3,Thursday,1,Tuesday,,,,,PA29 6XZ,,,7.30 am
MA,MA01,3,Thursday,1,Tuesday,,,,,PA29 6YA,,,7.30 am
MA,MA01,3,Thursday,1,Tuesday,,,,,PA29 6YB,,,7.30 am
MA,MA01,3,Thursday,1,Tuesday,,,,,PA29 6YD,,,7.30 am
MA,MA01,3,Thursday,1,Tuesday,,,,,PA29 6YE,,,7.30 am
MA,MA01,3,Thursday,1,Tuesday,,,,,PA30 8ES,,,7.30 am
MA,MA01,3,Thursday,1,Tuesday,,,,,PA31 8NY,,,7.30 am
MA,MA01,3,Thursday,1,Tuesday,,,,,PA31 8NZ,,,7.30 am
MA,MA01,3,Thursday,1,Tuesday,,,,,PA31 8PA,,,7.30 am
MA,MA01,3,Thursday,1,Tuesday,,,,,PA31 8PD,,,7.30 am
MA,MA01,3,Thursday,1,Tuesday,,,,,PA31 8PE,,,7.30 am
MA,MA02,3,Thursday,1,Thursday,,,,,PA31 8QZ,All addresses at this postcode except those listed below,,7.30 am
MA,MA02,3,Thursday,1,Thursday,,,,,PA31 8QZ,"CABRACH, MANSE BRAE, LOCHGILPHEAD",,7.30 am
MA,MA02,3,Thursday,1,Thursday,,,,,PA31 8QZ,"MORVERN, MANSE BRAE, LOCHGILPHEAD",,7.30 am
MA,MA02,3,Thursday,1,Thursday,,,,,PA31 8LA,,,7.30 am
MA,MA02,3,Thursday,1,Thursday,,,,,PA31 8LB,,,7.30 am
MA,MA02,3,Thursday,1,Thursday,,,,,PA31 8LE,,,7.30 am
MA,MA02,3,Thursday,1,Thursday,,,,,PA31 8RA,,,7.30 am
MA,MA02,3,Thursday,1,Thursday,,,,,PA31 8UY,,,7.30 am
MA,MA02,3,Thursday,1,Thursday,,,,,PA31 8UZ,,,7.30 am
MA,MA02,3,Thursday,1,Thursday,,,,,PA31 8WD,,,7.30 am
MA,MA02,3,Thursday,1,Thursday,,,,,PA31 8WE,,,7.30 am
MA,MA02,3,Thursday,1,Thursday,,,,,PA31 8WF,,,7.30 am
MA,MA02,3,Thursday,1,Thursday,,,,,PA31 8WG,,,7.30 am
MA,MA03,1,Wednesday,2,Thursday,,,,,PA31 8RQ,"1 BARRMOR VIEW, KILMARTIN, LOCHGILPHEAD",,7.30 am
MA,MA03,1,Wednesday,2,Thursday,,,,,PA31 8RN,"15 KILMARTIN, LOCHGILPHEAD",,7.30 am
MA,MA03,1,Wednesday,2,Thursday,,,,,PA31 8RN,"16 KILMARTIN, LOCHGILPHEAD",,7.30 am
MA,MA03,1,Wednesday,2,Thursday,,,,,PA31 8RN,"18 KILMARTIN, LOCHGILPHEAD",,7.30 am
MA,MA03,1,Wednesday,2,Thursday,,,,,PA31 8RN,"19 KILMARTIN, LOCHGILPHEAD",,7.30 am
MA,MA03,1,Wednesday,2,Thursday,,,,,PA31 8RN,"20 KILMARTIN, LOCHGILPHEAD",,7.30 am
MA,MA03,1,Wednesday,2,Thursday,,,,,PA31 8RN,"21 KILMARTIN, LOCHGILPHEAD",,7.30 am
MA,MA03,1,Wednesday,2,Thursday,,,,,PA31 8RQ,"22 KILMARTIN, LOCHGILPHEAD",,7.30 am
MA,MA03,1,Wednesday,2,Thursday,,,,,PA31 8RN,"23 KILMARTIN, LOCHGILPHEAD",,7.30 am
MA,MA03,1,Wednesday,2,Thursday,,,,,PA31 8RN,"24 KILMARTIN, LOCHGILPHEAD",,7.30 am
MA,MA03,1,Wednesday,2,Thursday,,,,,PA31 8RN,"25 KILMARTIN, LOCHGILPHEAD",,7.30 am
MA,MA03,1,Wednesday,2,Thursday,,,,,PA31 8RN,"26 KILMARTIN, LOCHGILPHEAD",,7.30 am
MA,MA03,1,Wednesday,2,Thursday,,,,,PA31 8QS,"5 35 WEST, CRAIGNISH, LOCHGILPHEAD",,7.30 am
MA,MA03,1,Wednesday,2,Thursday,,,,,PA31 8QS,"ACHANARNICH, CRAIGNISH, LOCHGILPHEAD",,7.30 am
MA,MA03,1,Wednesday,2,Thursday,,,,,PA31 8QS,"AIRD FARM, CRAIGNISH, LOCHGILPHEAD",,7.30 am
MA,MA03,1,Wednesday,2,Thursday,,,,,PA31 8RQ,"AIRIDH SKEODNISH, KILMARTIN, LOCHGILPHEAD",,7.30 am
MA,MA03,1,Wednesday,2,Thursday,,,,,PA31 8QA,All addresses at this postcode except those listed below,,7.30 am
MA,MA03,1,Wednesday,2,Thursday,,,,,PA31 8QE,All addresses at this postcode except those listed below,,7.30 am
MA,MA03,1,Wednesday,2,Thursday,,,,,PA31 8RJ,All addresses at this postcode except those listed below,,7.30 am
MA,MA03,1,Wednesday,2,Thursday,,,,,PA31 8RN,All addresses at this postcode except those listed below,,7.30 am
MA,MA03,1,Wednesday,2,Thursday,,,,,PA31 8RQ,All addresses at this postcode except those listed below,,7.30 am
MA,MA03,1,Wednesday,2,Thursday,,,,,PA31 8QE,"ANASKEOG, KILMICHAEL GLASSARY, LOCHGILPHEAD",,7.30 am
MA,MA03,1,Wednesday,2,Thursday,,,,,PA31 8QE,"BALLYMEANOCH COTTAGE, KILMICHAEL GLASSARY, LOCHGILPHEAD",,7.30 am
MA,MA03,1,Wednesday,2,Thursday,,,,,PA31 8QE,"BALLYMEANOCH HOUSE, KILMICHAEL GLASSARY, LOCHGILPHEAD",,7.30 am
MA,MA03,1,Wednesday,2,Thursday,,,,,PA31 8RQ,"BALUACHRACH NO 26, KILMARTIN, LOCHGILPHEAD",,7.30 am
MA,MA03,1,Wednesday,2,Thursday,,,,,PA31 8RQ,"BALUACHRACH, KILMARTIN, LOCHGILPHEAD",,7.30 am
MA,MA03,1,Wednesday,2,Thursday,,,,,PA31 8RQ,"BALUACHRAIG HOUSE, KILMARTIN, LOCHGILPHEAD",,7.30 am
MA,MA03,1,Wednesday,2,Thursday,,,,,PA31 8RQ,"BEECH COTTAGE, KILMARTIN, LOCHGILPHEAD",,7.30 am
MA,MA03,1,Wednesday,2,Thursday,,,,,PA31 8RN,"CAORANN, KILMARTIN, LOCHGILPHEAD",,7.30 am
MA,MA03,1,Wednesday,2,Thursday,,,,,PA31 8QS,"CAPTAIN'S LANDING, CRAIGNISH, LOCHGILPHEAD",,7.30 am
MA,MA03,1,Wednesday,2,Thursday,,,,,PA31 8RQ,"CARNASSARIE FARM, KILMARTIN, LOCHGILPHEAD",,7.30 am
MA,MA03,1,Wednesday,2,Thursday,,,,,PA31 8RQ,"CARNASSARIE MHOR COTTAGE, KILMARTIN, LOCHGILPHEAD",,7.30 am
MA,MA03,1,Wednesday,2,Thursday,,,,,PA31 8RQ,"CARNASSERIE BUNGALOW, KILMARTIN, LOCHGILPHEAD",,7.30 am
MA,MA03,1,Wednesday,2,Thursday,,,,,PA31 8RQ,"CARNASSERIE COTTAGE, KILMARTIN, LOCHGILPHEAD",,7.30 am
MA,MA03,1,Wednesday,2,Thursday,,,,,PA31 8RQ,"CHERBIN UPPER LARGIE, KILMARTIN, LOCHGILPHEAD",,7.30 am
MA,MA03,1,Wednesday,2,Thursday,,,,,PA31 8QE,"CNOC-NA-GARRIE, KILMICHAEL GLASSARY, LOCHGILPHEAD",,7.30 am
MA,MA03,1,Wednesday,2,Thursday,,,,,PA31 8RQ,"CORNAIGBEG, KILMARTIN, LOCHGILPHEAD",,7.30 am
MA,MA03,1,Wednesday,2,Thursday,,,,,PA31 8QS,"CORNER COTTAGE, CRAIGNISH, LOCHGILPHEAD",,7.30 am
MA,MA03,1,Wednesday,2,Thursday,,,,,PA31 8RQ,"CRUACHAN COTT BALUACHRACH, KILMARTIN, LOCHGILPHEAD",,7.30 am
MA,MA03,1,Wednesday,2,Thursday,,,,,PA31 8RQ,"DUN MHOR, KILMARTIN, LOCHGILPHEAD",,7.30 am
MA,MA03,1,Wednesday,2,Thursday,,,,,PA31 8QS,"DUN MHUILIG, CRAIGNISH, LOCHGILPHEAD",,7.30 am
MA,MA03,1,Wednesday,2,Thursday,,,,,PA31 8QE,"DUNADD COTTAGE, KILMICHAEL GLASSARY, LOCHGILPHEAD",,7.30 am
MA,MA03,1,Wednesday,2,Thursday,,,,,PA31 8QE,"DUNADD FARM, KILMICHAEL GLASSARY, LOCHGILPHEAD",,7.30 am
MA,MA03,1,Wednesday,2,Thursday,,,,,PA31 8RQ,"EURACH FARM NO 1, KILMARTIN, LOCHGILPHEAD",,7.30 am
MA,MA03,1,Wednesday,2,Thursday,,,,,PA31 8RQ,"EURACH FARM NO 2, KILMARTIN, LOCHGILPHEAD",,7.30 am
MA,MA03,1,Wednesday,2,Thursday,,,,,PA31 8QS,"FERRY COTTAGE, CRAIGNISH, LOCHGILPHEAD",,7.30 am
MA,MA03,1,Wednesday,2,Thursday,,,,,PA31 8QS,"GARDENERS COTTAGE, CRAIGNISH, LOCHGILPHEAD",,7.30 am
MA,MA03,1,Wednesday,2,Thursday,,,,,PA31 8RJ,"GLASVAAR COTTAGE, LOCHGILPHEAD, ARGYLL",,7.30 am
